title,rating,year,duration,director_1,director_fb_likes_1,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
The Messenger: The Story of Joan of Arc,R,1999.0,158.0,Luc Besson,0.0,Paul Brooke,David Bailie,Rab Affleck,51.0,40.0,15.0
Your Highness,R,2011.0,102.0,David Gordon Green,234.0,Natalie Portman,Zooey Deschanel,James Franco,20000.0,11000.0,11000.0
Dream House,PG-13,2011.0,84.0,Jim Sheridan,260.0,Naomi Watts,Gregory Smith,Sarah Gadon,6000.0,694.0,692.0
Mad City,PG-13,1997.0,115.0,Costa-Gavras,333.0,Mia Kirshner,Blythe Danner,William Atherton,972.0,713.0,317.0
Baby's Day Out,PG,1994.0,99.0,Patrick Read Johnson,32.0,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,1000.0,619.0,479.0
The Scarlet Letter,R,1995.0,135.0,Roland Joffé,596.0,Gary Oldman,Robert Duvall,Demi Moore,10000.0,3000.0,2000.0
Fair Game,PG-13,2010.0,108.0,Doug Liman,218.0,Naomi Watts,Ty Burrell,Brooke Smith,6000.0,3000.0,405.0
Defiance,TV-MA,,43.0,,,Julie Benz,Tony Curran,Grant Bowler,3000.0,845.0,600.0
Domino,R,2005.0,127.0,Tony Scott,12000.0,Ian Ziering,Mo'Nique,Edgar Ramírez,984.0,940.0,897.0
Jade,R,1995.0,107.0,William Friedkin,607.0,Michael Biehn,Chazz Palminteri,Linda Fiorentino,2000.0,979.0,602.0
Gamer,R,2009.0,95.0,Mark Neveldine,83.0,Gerard Butler,Logan Lerman,Alison Lohman,18000.0,8000.0,1000.0
Beautiful Creatures,PG-13,2013.0,124.0,Richard LaGravenese,98.0,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,1000.0,852.0,592.0
Death to Smoochy,R,2002.0,109.0,Danny DeVito,0.0,Robin Williams,Vincent Schiavelli,Danny Woodburn,49000.0,811.0,809.0
Zoolander 2,PG-13,2016.0,102.0,Ben Stiller,0.0,Milla Jovovich,Will Ferrell,Justin Theroux,14000.0,8000.0,1000.0
The Big Bounce,PG-13,2004.0,88.0,George Armitage,5.0,Morgan Freeman,Andrew Wilson,Willie Nelson,11000.0,387.0,338.0
What Planet Are You From?,R,2000.0,87.0,Mike Nichols,0.0,Judy Greer,Linda Fiorentino,Garry Shandling,2000.0,602.0,591.0
Drive Angry,R,2011.0,104.0,Patrick Lussier,71.0,Nicolas Cage,Billy Burke,Katy Mixon,12000.0,2000.0,982.0
Street Fighter: The Legend of Chun-Li,PG-13,2009.0,96.0,Andrzej Bartkowiak,43.0,Chris Klein,Robin Shou,Josie Ho,841.0,342.0,77.0
The One,PG-13,2001.0,85.0,James Wong,70.0,Jason Statham,Jet Li,Delroy Lindo,26000.0,5000.0,848.0
Outlander,TV-MA,,64.0,,,Tobias Menzies,Graham McTavish,Stephen Walters,1000.0,531.0,184.0
The Adventures of Ford Fairlane,R,1990.0,104.0,Renny Harlin,212.0,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,879.0,560.0,380.0
Pirate Radio,R,2009.0,135.0,Richard Curtis,628.0,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,22000.0,882.0,830.0
Traffic,R,2000.0,190.0,Steven Soderbergh,0.0,Michael O'Neill,Jacob Vargas,James Lew,599.0,399.0,215.0
Indiana Jones and the Last Crusade,PG-13,1989.0,127.0,Steven Spielberg,14000.0,Harrison Ford,Julian Glover,Alison Doody,11000.0,844.0,440.0
Anna Karenina,R,2012.0,129.0,Joe Wright,456.0,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,2000.0,35.0,0.0
Chappie,R,2015.0,120.0,Neill Blomkamp,662.0,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,20000.0,2000.0,502.0
The Bone Collector,R,1999.0,118.0,Phillip Noyce,176.0,Denzel Washington,Angelina Jolie Pitt,Leland Orser,18000.0,11000.0,308.0
Panic Room,R,2002.0,112.0,David Fincher,21000.0,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,17000.0,324.0,237.0
The Tooth Fairy,,2006.0,89.0,Chuck Bowman,42.0,P.J. Soles,Lochlyn Munro,Steve Bacic,598.0,555.0,235.0
Three Kings,R,1999.0,114.0,David O. Russell,737.0,Judy Greer,Jamie Kennedy,Mykelti Williamson,2000.0,490.0,393.0
Child 44,R,2015.0,137.0,Daniel Espinosa,79.0,Tom Hardy,Fares Fares,Michael Nardone,27000.0,254.0,194.0
Rat Race,PG-13,2001.0,112.0,Jerry Zucker,109.0,Corinna Harney,Douglas Haase,Vince Vieluf,779.0,629.0,261.0
K-PAX,PG-13,2001.0,120.0,Iain Softley,34.0,Kevin Spacey,Jeff Bridges,Alfre Woodard,18000.0,12000.0,1000.0
Kate & Leopold,PG-13,2001.0,123.0,James Mangold,446.0,Hugh Jackman,Natasha Lyonne,Bradley Whitford,20000.0,1000.0,821.0
Bedazzled,PG-13,2000.0,93.0,Harold Ramis,11000.0,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,3000.0,575.0,484.0
The Cotton Club,R,1984.0,123.0,Francis Ford Coppola,0.0,Nicolas Cage,Bob Hoskins,Fred Gwynne,12000.0,5000.0,886.0
3:10 to Yuma,R,2007.0,122.0,James Mangold,446.0,Christian Bale,Logan Lerman,Gretchen Mol,23000.0,8000.0,600.0
Taken 3,PG-13,2014.0,115.0,Olivier Megaton,118.0,Liam Neeson,Dougray Scott,Jon Gries,14000.0,794.0,482.0
Out of Sight,R,1998.0,123.0,Steven Soderbergh,0.0,Don Cheadle,Albert Brooks,Keith Hudson,3000.0,745.0,23.0
The Cable Guy,PG-13,1996.0,96.0,Ben Stiller,0.0,Matthew Broderick,Janeane Garofalo,Andy Dick,2000.0,1000.0,302.0
Earth,Unrated,1998.0,110.0,Deepa Mehta,375.0,Nandita Das,Gulshan Grover,Eric Peterson,113.0,102.0,59.0
Dick Tracy,PG,1990.0,105.0,Warren Beatty,631.0,Charlie Korsmo,Warren Beatty,Seymour Cassel,678.0,631.0,327.0
The Thomas Crown Affair,R,1999.0,113.0,John McTiernan,323.0,Mark Margolis,Faye Dunaway,Denis Leary,1000.0,977.0,835.0
Riding in Cars with Boys,PG-13,2001.0,132.0,Penny Marshall,545.0,Rosie Perez,Adam Garcia,Alissa Dean,919.0,811.0,807.0
First Blood,R,1982.0,93.0,Ted Kotcheff,270.0,Sylvester Stallone,Brian Dennehy,Chris Mulkey,13000.0,954.0,535.0
Solaris,PG,1972.0,115.0,Andrei Tarkovsky,0.0,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,29.0,29.0,12.0
Happily N'Ever After,PG,2006.0,75.0,Paul Bolger,0.0,Sarah Michelle Gellar,George Carlin,Rob Paulsen,4000.0,769.0,677.0
Mary Reilly,R,1996.0,108.0,Stephen Frears,350.0,Julia Roberts,Bronagh Gallagher,George Cole,8000.0,115.0,77.0
My Best Friend's Wedding,PG-13,1997.0,105.0,P.J. Hogan,29.0,Julia Roberts,Christopher Masterson,Rupert Everett,8000.0,1000.0,692.0
America's Sweethearts,PG-13,2001.0,102.0,Joe Roth,148.0,Julia Roberts,Rainn Wilson,Larry King,8000.0,973.0,135.0
Insomnia,R,2002.0,118.0,Christopher Nolan,22000.0,Al Pacino,Maura Tierney,Crystal Lowe,14000.0,509.0,319.0
Star Trek: First Contact,PG-13,1996.0,111.0,Jonathan Frakes,906.0,LeVar Burton,Alfre Woodard,Jonathan Frakes,1000.0,1000.0,906.0
Jonah Hex,PG-13,2010.0,81.0,Jimmy Hayward,39.0,Michael Fassbender,Billy Blair,Julia Jones,13000.0,541.0,364.0
Courage Under Fire,R,1996.0,116.0,Edward Zwick,380.0,Denzel Washington,Matt Damon,Scott Glenn,18000.0,13000.0,826.0
Liar Liar,PG-13,1997.0,86.0,Tom Shadyac,293.0,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,509.0,418.0,255.0
The Infiltrator,R,2016.0,127.0,Brad Furman,65.0,Joseph Gilgun,Amy Ryan,Olympia Dukakis,788.0,423.0,345.0
Inchon,PG,1981.0,140.0,Terence Young,92.0,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,1000.0,623.0,522.0
The Flintstones,PG,1994.0,91.0,Brian Levant,32.0,Jonathan Winters,Elizabeth Perkins,Harvey Korman,924.0,664.0,628.0
Taken 2,PG-13,2012.0,98.0,Olivier Megaton,118.0,Liam Neeson,Luke Grimes,D.B. Sweeney,14000.0,935.0,558.0
Scary Movie 3,PG-13,2003.0,84.0,David Zucker,119.0,Regina Hall,Pamela Anderson,Jenny McCarthy,807.0,780.0,750.0
Miss Congeniality,PG-13,2000.0,109.0,Donald Petrie,80.0,Candice Bergen,Wendy Raquel Robinson,Heather Burns,545.0,337.0,213.0
Journey to the Center of the Earth,PG,2008.0,93.0,Eric Brevig,40.0,Josh Hutcherson,Brendan Fraser,Anita Briem,14000.0,3000.0,311.0
The Princess Diaries 2: Royal Engagement,G,2004.0,113.0,Garry Marshall,0.0,Anne Hathaway,Raven-Symoné,Hector Elizondo,11000.0,1000.0,995.0
The Pelican Brief,PG-13,1993.0,141.0,Alan J. Pakula,79.0,Denzel Washington,Julia Roberts,Tony Goldwyn,18000.0,8000.0,956.0
The Client,PG-13,1994.0,119.0,Joel Schumacher,541.0,Bradley Whitford,Anthony LaPaglia,Brad Renfro,821.0,577.0,551.0
The Bucket List,PG-13,2007.0,97.0,Rob Reiner,0.0,Morgan Freeman,Noel Gugliemi,Sean Hayes,11000.0,2000.0,760.0
Patriot Games,R,1992.0,117.0,Phillip Noyce,176.0,Harrison Ford,Polly Walker,Patrick Bergin,11000.0,530.0,308.0
Monster-in-Law,PG-13,2005.0,101.0,Robert Luketic,126.0,Adam Scott,Jane Fonda,Elaine Stritch,3000.0,949.0,586.0
Prisoners,R,2013.0,153.0,Denis Villeneuve,777.0,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,20000.0,15000.0,1000.0
Training Day,R,2001.0,122.0,Antoine Fuqua,845.0,Denzel Washington,Snoop Dogg,Tom Berenger,18000.0,881.0,854.0
Galaxy Quest,PG,1999.0,102.0,Dean Parisot,23.0,Alan Rickman,Enrico Colantoni,Robin Sachs,25000.0,724.0,436.0
Scary Movie 2,R,2001.0,83.0,Keenen Ivory Wayans,322.0,Natasha Lyonne,Veronica Cartwright,Andy Richter,1000.0,422.0,179.0
The Muppets,PG,2011.0,103.0,James Bobin,33.0,Bill Cobbs,Eric Jacobson,Steve Whitmire,970.0,91.0,84.0
Blade,R,1998.0,110.0,Stephen Norrington,45.0,Sanaa Lathan,Traci Lords,Udo Kier,886.0,650.0,595.0
Coach Carter,PG-13,2005.0,136.0,Thomas Carter,49.0,Channing Tatum,Rick Gonzalez,Robert Ri'chard,17000.0,807.0,730.0
Changing Lanes,R,2002.0,91.0,Roger Michell,50.0,Sydney Pollack,Matt Malloy,Bruce Altman,521.0,108.0,67.0
Anaconda,PG-13,1997.0,89.0,Luis Llosa,49.0,Frank Welker,Eric Stoltz,Kari Wuhrer,2000.0,902.0,514.0
Coyote Ugly,PG-13,2000.0,107.0,David McNally,18.0,Adam Garcia,Tyra Banks,Izabella Miko,811.0,625.0,560.0
Love Actually,R,2003.0,129.0,Richard Curtis,628.0,Colin Firth,Liam Neeson,Kris Marshall,14000.0,14000.0,548.0
A Bug's Life,G,1998.0,95.0,John Lasseter,487.0,Kevin Spacey,Madeline Kahn,John Ratzenberger,18000.0,1000.0,1000.0
From Hell,R,2001.0,122.0,Albert Hughes,117.0,Johnny Depp,Jason Flemyng,Ian Richardson,40000.0,1000.0,140.0
The Specialist,R,1994.0,110.0,Luis Llosa,49.0,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,13000.0,279.0,20.0
Tin Cup,R,1996.0,135.0,Ron Shelton,41.0,Don Johnson,Cheech Marin,Rene Russo,982.0,844.0,808.0
"Yours, Mine and Ours",Unrated,1968.0,111.0,Melville Shavelson,5.0,Lucille Ball,Tom Bosley,Tim Matheson,6000.0,584.0,559.0
Kicking & Screaming,PG,2005.0,95.0,Jesse Dylan,58.0,Josh Hutcherson,Will Ferrell,Robert Duvall,14000.0,8000.0,3000.0
The Hitchhiker's Guide to the Galaxy,PG,2005.0,109.0,Garth Jennings,37.0,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,11000.0,2000.0,651.0
Fat Albert,PG,2004.0,93.0,Joel Zwick,38.0,Dania Ramirez,Nick Zano,Alice Greczyn,1000.0,641.0,631.0
Resident Evil: Extinction,R,2007.0,94.0,Russell Mulcahy,85.0,Milla Jovovich,Mike Epps,James Tumminia,14000.0,706.0,443.0
Blended,PG-13,2014.0,117.0,Frank Coraci,153.0,Bella Thorne,Adam Sandler,Joel McHale,35000.0,11000.0,734.0
Last Holiday,PG-13,2006.0,112.0,Wayne Wang,61.0,LL Cool J,Alicia Witt,Timothy Hutton,1000.0,976.0,501.0
The River Wild,PG-13,1994.0,111.0,Curtis Hanson,161.0,Meryl Streep,Glenn Morshower,William Lucking,11000.0,894.0,132.0
The Indian in the Cupboard,PG,1995.0,96.0,Frank Oz,0.0,Steve Coogan,Vincent Kartheiser,David Keith,1000.0,845.0,563.0
Savages,R,2012.0,141.0,Oliver Stone,0.0,Demián Bichir,Shea Whigham,Gary Stretch,749.0,463.0,404.0
Cellular,PG-13,2004.0,94.0,David R. Ellis,160.0,Richard Burgi,Valerie Cruz,Will Beinbrink,550.0,216.0,167.0
Johnny English,PG,2003.0,87.0,Peter Howitt,29.0,Kevin McNally,Natalie Imbruglia,Ben Miller,427.0,304.0,252.0
The Ant Bully,PG,2006.0,88.0,John A. Davis,8.0,Nicolas Cage,Meryl Streep,Julia Roberts,12000.0,11000.0,8000.0
Dune,PG-13,1984.0,177.0,David Lynch,0.0,Virginia Madsen,Jürgen Prochnow,José Ferrer,913.0,362.0,202.0
Across the Universe,PG-13,2007.0,133.0,Julie Taymor,278.0,Jim Sturgess,T.V. Carpio,Robert Clohessy,5000.0,117.0,107.0
Revolutionary Road,R,2008.0,119.0,Sam Mendes,0.0,Leonardo DiCaprio,Kate Winslet,Joe Komara,29000.0,14000.0,10000.0
16 Blocks,PG-13,2006.0,102.0,Richard Donner,503.0,Bruce Willis,David Zayas,Sasha Roiz,13000.0,929.0,795.0
Babylon A.D.,PG-13,2008.0,101.0,Mathieu Kassovitz,326.0,Vin Diesel,Charlotte Rampling,David Belle,14000.0,844.0,510.0
The Glimmer Man,R,1996.0,91.0,John Gray,29.0,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,2000.0,461.0,322.0
Multiplicity,PG-13,1996.0,117.0,Harold Ramis,11000.0,John de Lancie,Brian Doyle-Murray,Obba Babatundé,905.0,484.0,451.0
Aliens in the Attic,PG,2009.0,86.0,John Schultz,13.0,Malese Jow,Carter Jenkins,Tim Meadows,1000.0,701.0,553.0
The Pledge,R,2001.0,124.0,Sean Penn,0.0,Costas Mandylor,Adrien Dorval,Nels Lennarson,723.0,44.0,19.0
The Producers,PG-13,2005.0,134.0,Susan Stroman,38.0,Jon Lovitz,Will Ferrell,Matthew Broderick,11000.0,8000.0,2000.0
The Phantom,PG,1996.0,100.0,Simon Wincer,23.0,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,1000.0,642.0,579.0
All the Pretty Horses,PG-13,2000.0,220.0,Billy Bob Thornton,0.0,Matt Damon,Henry Thomas,Sam Shepard,13000.0,861.0,820.0
Nixon,R,1995.0,212.0,Oliver Stone,0.0,Anthony Hopkins,Bob Hoskins,Joan Allen,12000.0,5000.0,805.0
The Ghost Writer,PG-13,2010.0,128.0,Roman Polanski,2000.0,Jim Belushi,Olivia Williams,Timothy Hutton,854.0,766.0,501.0
Deep Rising,R,1998.0,106.0,Stephen Sommers,208.0,Djimon Hounsou,Jason Flemyng,Wes Studi,3000.0,1000.0,855.0
Miracle at St. Anna,R,2008.0,160.0,Spike Lee,0.0,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,23000.0,1000.0,826.0
Curse of the Golden Flower,R,2006.0,114.0,Yimou Zhang,611.0,Li Gong,Ye Liu,Man Li,879.0,52.0,10.0
Bangkok Dangerous,R,2008.0,99.0,Danny Pang,15.0,Nicolas Cage,Charlie Yeung,James With,12000.0,68.0,61.0
Big Trouble,PG-13,2002.0,74.0,Barry Sonnenfeld,188.0,Zooey Deschanel,Janeane Garofalo,Omar Epps,11000.0,1000.0,865.0
Love in the Time of Cholera,R,2007.0,139.0,Mike Newell,179.0,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,267.0,202.0,50.0
The Returned,TV-MA,,52.0,,,Pierre Perrier,Clotilde Hesme,Céline Sallette,164.0,116.0,114.0
Shadow Conspiracy,R,1997.0,103.0,George P. Cosmatos,170.0,Sam Waterston,Ben Gazzara,Nicholas Turturro,849.0,623.0,269.0
Johnny English Reborn,PG,2011.0,101.0,Oliver Parker,32.0,Daniel Kaluuya,Tim McInnerny,Togo Igawa,219.0,141.0,104.0
Foodfight!,PG,2012.0,91.0,Lawrence Kasanoff,11.0,Jerry Stiller,Larry Miller,Harvey Fierstein,719.0,611.0,500.0
Argo,R,2012.0,130.0,Ben Affleck,0.0,Clea DuVall,Scoot McNairy,Tate Donovan,1000.0,660.0,650.0
The Fugitive,PG-13,1993.0,130.0,Andrew Davis,99.0,Harrison Ford,Daniel Roebuck,Sela Ward,11000.0,1000.0,812.0
The Bounty Hunter,PG-13,2010.0,110.0,Andy Tennant,72.0,Gerard Butler,Dorian Missick,Peter Greene,18000.0,1000.0,789.0
Sleepers,R,1996.0,147.0,Barry Levinson,272.0,Robert De Niro,Brad Pitt,Minnie Driver,22000.0,11000.0,893.0
Rambo: First Blood Part II,R,1985.0,96.0,George P. Cosmatos,170.0,Sylvester Stallone,Julia Nickson,Martin Kove,13000.0,738.0,668.0
The Juror,R,1996.0,118.0,Brian Gibson,13.0,Joseph Gordon-Levitt,Demi Moore,Anne Heche,23000.0,2000.0,695.0
Pinocchio,Approved,1940.0,88.0,Norman Ferguson,3.0,Mel Blanc,Dickie Jones,Cliff Edwards,1000.0,48.0,40.0
Heaven's Gate,R,1980.0,325.0,Michael Cimino,517.0,Jeff Bridges,Sam Waterston,Isabelle Huppert,12000.0,849.0,678.0
Underworld: Evolution,R,2006.0,102.0,Len Wiseman,235.0,Sophia Myles,Tony Curran,Derek Jacobi,956.0,845.0,520.0
Victor Frankenstein,PG-13,2015.0,110.0,Paul McGuigan,118.0,Daniel Radcliffe,Spencer Wilding,Daniel Mays,11000.0,1000.0,287.0
Finding Forrester,PG-13,2000.0,136.0,Gus Van Sant,835.0,F. Murray Abraham,Rob Brown,Michael Nouri,670.0,370.0,225.0
28 Days,PG-13,2000.0,103.0,Betty Thomas,84.0,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,12000.0,10000.0,664.0
Unleashed,R,2005.0,103.0,Louis Leterrier,255.0,Morgan Freeman,Jet Li,Bob Hoskins,11000.0,5000.0,5000.0
The Sweetest Thing,R,2002.0,90.0,Roger Kumble,16.0,Judith Chapman,Lillian Adams,Chelsea Bond,44.0,28.0,16.0
The Firm,R,1993.0,154.0,Sydney Pollack,521.0,Tom Cruise,Holly Hunter,Wilford Brimley,10000.0,1000.0,957.0
Charlie St. Cloud,PG-13,2010.0,99.0,Burr Steers,23.0,Augustus Prew,Charlie Tahan,Valerie Tian,405.0,268.0,135.0
The Mechanic,R,2011.0,93.0,Simon West,165.0,Jason Statham,Tony Goldwyn,Mini Anden,26000.0,956.0,350.0
21 Jump Street,R,2012.0,109.0,Phil Lord,97.0,Channing Tatum,Dax Flame,Rob Riggle,17000.0,971.0,839.0
Notting Hill,PG-13,1999.0,124.0,Roger Michell,50.0,Julia Roberts,Clarke Peters,Dylan Moran,8000.0,437.0,427.0
Chicken Run,G,2000.0,84.0,Peter Lord,91.0,Imelda Staunton,Miranda Richardson,Julia Sawalha,579.0,530.0,206.0
Along Came Polly,PG-13,2004.0,90.0,John Hamburg,29.0,Philip Seymour Hoffman,Masi Oka,Debra Messing,22000.0,923.0,650.0
Boomerang,R,1992.0,117.0,Reginald Hudlin,71.0,John Witherspoon,Eartha Kitt,Geoffrey Holder,723.0,558.0,547.0
The Heat,R,2013.0,123.0,Paul Feig,176.0,Michael Rapaport,William Xifaras,Demián Bichir,975.0,815.0,749.0
Cleopatra,Approved,1963.0,251.0,Joseph L. Mankiewicz,311.0,Martin Landau,Richard Burton,Roddy McDowall,940.0,726.0,595.0
Here Comes the Boom,PG,2012.0,105.0,Frank Coraci,153.0,Salma Hayek,Reggie Lee,Charice,4000.0,828.0,491.0
High Crimes,PG-13,2002.0,115.0,Carl Franklin,73.0,Morgan Freeman,Adam Scott,Bruce Davison,11000.0,3000.0,505.0
The Mirror Has Two Faces,PG-13,1996.0,122.0,Barbra Streisand,0.0,Jeff Bridges,Austin Pendleton,Mimi Rogers,12000.0,597.0,292.0
The Mothman Prophecies,PG-13,2002.0,119.0,Mark Pellington,89.0,Debra Messing,Will Patton,David Eigenberg,650.0,537.0,395.0
Brüno,R,2009.0,81.0,Larry Charles,119.0,Bono,Elton John,Slash,468.0,442.0,412.0
Licence to Kill,PG-13,1989.0,133.0,John Glen,46.0,Robert Davi,Talisa Soto,Anthony Zerbe,683.0,349.0,275.0
Red Riding Hood,PG-13,2011.0,100.0,Catherine Hardwicke,308.0,Gary Oldman,Billy Burke,Virginia Madsen,10000.0,2000.0,913.0
15 Minutes,R,2001.0,120.0,John Herzfeld,17.0,Robert De Niro,Charlize Theron,Kelsey Grammer,22000.0,9000.0,808.0
Super Mario Bros.,PG,1993.0,104.0,Annabel Jankel,5.0,Bob Hoskins,Fisher Stevens,Fiona Shaw,5000.0,922.0,687.0
Lord of War,R,2005.0,122.0,Andrew Niccol,487.0,Nicolas Cage,Jeremy Crutchley,Jared Burke,12000.0,43.0,16.0
Hero,PG-13,2002.0,80.0,Yimou Zhang,611.0,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,5000.0,643.0,576.0
One for the Money,PG-13,2012.0,91.0,Julie Anne Robinson,30.0,Fisher Stevens,Debbie Reynolds,Patrick Fischler,922.0,786.0,497.0
The Interview,R,2014.0,112.0,Evan Goldberg,133.0,James Franco,Randall Park,Anders Holm,11000.0,392.0,365.0
The Warrior's Way,R,2010.0,100.0,Sngmoo Lee,19.0,Tony Cox,Dong-gun Jang,Jed Brophy,624.0,489.0,433.0
McHale's Navy,TV-G,,30.0,,,Tim Conway,Gavin MacLeod,Bob Hastings,870.0,284.0,253.0
Micmacs,R,2009.0,105.0,Jean-Pierre Jeunet,0.0,Omar Sy,Dany Boon,André Dussollier,1000.0,172.0,52.0
8 Mile,R,2002.0,110.0,Curtis Hanson,161.0,Mekhi Phifer,Omar Benson Miller,Evan Jones,1000.0,418.0,196.0
Animal Kingdom: Let's go Ape,,2015.0,101.0,Jamel Debbouze,326.0,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,326.0,152.0,6.0
A Knight's Tale,PG-13,2001.0,144.0,Brian Helgeland,241.0,Heath Ledger,Rufus Sewell,Bérénice Bejo,13000.0,3000.0,996.0
The Medallion,PG-13,2003.0,108.0,Gordon Chan,4.0,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,687.0,312.0,96.0
The Sixth Sense,PG-13,1999.0,107.0,M. Night Shyamalan,0.0,Bruce Willis,Haley Joel Osment,Olivia Williams,13000.0,3000.0,766.0
Man on a Ledge,PG-13,2012.0,102.0,Asger Leth,20.0,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,107.0,81.0,54.0
The Big Year,PG,2011.0,100.0,David Frankel,64.0,Joel McHale,Kevin Pollak,JoBeth Williams,734.0,574.0,296.0
The Karate Kid,PG,1984.0,126.0,John G. Avildsen,80.0,Martin Kove,William Zabka,William Bassett,668.0,641.0,225.0
American Hustle,R,2013.0,138.0,David O. Russell,737.0,Jennifer Lawrence,Christian Bale,Bradley Cooper,34000.0,23000.0,14000.0
The Proposal,PG-13,2009.0,108.0,Anne Fletcher,98.0,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,16000.0,896.0,723.0
Double Jeopardy,R,1999.0,105.0,Bruce Beresford,78.0,Bruce Greenwood,Annabeth Gish,Bruce Campbell,991.0,489.0,298.0
Back to the Future Part II,PG,1989.0,108.0,Robert Zemeckis,0.0,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,1000.0,869.0,690.0
Lucy,R,2014.0,89.0,Luc Besson,0.0,Scarlett Johansson,Morgan Freeman,Amr Waked,19000.0,11000.0,903.0
Fifty Shades of Grey,R,2015.0,129.0,Sam Taylor-Johnson,456.0,Jennifer Ehle,Luke Grimes,Callum Rennie,1000.0,935.0,716.0
Spy Kids 3-D: Game Over,PG,2003.0,84.0,Robert Rodriguez,0.0,Sylvester Stallone,Salma Hayek,Alexa PenaVega,13000.0,4000.0,2000.0
A Time to Kill,R,1996.0,149.0,Joel Schumacher,541.0,Kevin Spacey,Matthew McConaughey,Oliver Platt,18000.0,11000.0,1000.0
Cheaper by the Dozen,PG,2003.0,94.0,Shawn Levy,189.0,Tom Welling,Alyson Stoner,Bonnie Hunt,3000.0,2000.0,597.0
Lone Survivor,R,2013.0,121.0,Peter Berg,532.0,Jerry Ferrara,Scott Elrod,Dan Bilzerian,480.0,449.0,127.0
A League of Their Own,PG,1992.0,128.0,Penny Marshall,545.0,Tom Hanks,Lori Petty,Rosie O'Donnell,15000.0,923.0,251.0
The Conjuring 2,R,2016.0,134.0,James Wan,0.0,Javier Botet,Frances O'Connor,Robin Atkin Downes,1000.0,575.0,336.0
The Social Network,PG-13,2010.0,120.0,David Fincher,21000.0,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,10000.0,349.0,81.0
He's Just Not That Into You,PG-13,2009.0,129.0,Ken Kwapis,42.0,Carmen Perez,Sabrina Revelle,Sachiko Ishida,97.0,50.0,49.0
Scary Movie 4,PG-13,2006.0,89.0,David Zucker,119.0,Beau Mirchoff,Carmen Electra,Regina Hall,2000.0,869.0,807.0
Scream 3,R,2000.0,116.0,Wes Craven,0.0,Kelly Rutherford,Roger Jackson,Nancy O'Dell,287.0,157.0,71.0
Back to the Future Part III,PG,1990.0,118.0,Robert Zemeckis,0.0,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,1000.0,869.0,690.0
Get Hard,R,2015.0,107.0,Etan Cohen,164.0,Will Ferrell,Alison Brie,Craig T. Nelson,8000.0,2000.0,723.0
Bram Stoker's Dracula,R,1992.0,155.0,Francis Ford Coppola,0.0,Keanu Reeves,Anthony Hopkins,Gary Oldman,18000.0,12000.0,10000.0
Julie & Julia,PG-13,2009.0,123.0,Nora Ephron,0.0,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,11000.0,935.0,923.0
42,PG-13,2013.0,128.0,Brian Helgeland,241.0,Harrison Ford,Christopher Meloni,Nicole Beharie,11000.0,3000.0,898.0
The Talented Mr. Ripley,R,1999.0,139.0,Anthony Minghella,333.0,Philip Seymour Hoffman,Matt Damon,Jack Davenport,22000.0,13000.0,1000.0
Dumb and Dumber To,PG-13,2014.0,109.0,Bobby Farrelly,101.0,Bill Murray,Kathleen Turner,Rob Riggle,13000.0,899.0,839.0
Eight Below,PG,2006.0,120.0,Frank Marshall,155.0,Paul Walker,Bruce Greenwood,Wendy Crewson,23000.0,991.0,249.0
The Intern,PG-13,2015.0,121.0,Nancy Meyers,278.0,Robert De Niro,Anne Hathaway,Rene Russo,22000.0,11000.0,808.0
Ride Along 2,PG-13,2016.0,102.0,Tim Story,167.0,Olivia Munn,Nadine Velazquez,Bruce McGill,2000.0,874.0,655.0
